id,cancel_pol,room_cat,Family_Friendly,Pets_Allowed,Smoking_Allowed,Events_Allowed,rev_rating,rev_acc,rev_clean,rev_check,rev_comm,rev_loc,rev_val,host_responsetime,host_response_rate,host_is_superhost,host_listings_count,property_type,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_value,reviews_per_month,len_desc,len_experiences,len_summary,len_rules,NearbyAssault,NearbyBikeShare,NearbyClassASexOffenders,NearbyGunShots,NearbyHomicide,NearbyMetros,NearbyMuseums,NearbySexCrime,NearbySexOffenders,Closest_BikeShare,Closest_Metro,Closest_Museum,Closest_SexCrime,Closest_SexOffender,Closest_Arson,Closest_Assault,Closest_GunShot,Closest_Homicide,Closest_ClassA_SexOffender,AvgNightlyPrice,AvgNightlyAdjusted_price,MinNightlyprice,MinNightlyAdjusted_price,MaxNightlyprice,MaxNightlyAdjusted_price,Basic_Amenities,deluxe_amenities,Total_Amenities
3175218,3,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,1,Apartment,4,1,1,2,150,49,2,10,145,10,3.23,1001,4,493,1000,41,8,16,25,,5,2,2,37,0.1799,0.2188,0.1548,0.3355,0.0999,3.4725,0.0434,0.1181,0.5771,0.0999,$141.93,$141.93,$89.00,$89.00,$228.00,$228.00,4,2,14
3176075,4,2,0,0,0,0,88,8,7,10,9,10,7,0,,0,1,House,2,1,1,1,100,20,1,20,5,7,0.17,1000,4,491,,55,11,19,26,1,6,2,3,45,0.123,0.3276,0.3098,0.1783,0.0681,3.4945,0.0726,0.1331,0.4443,0.0681,$87.60,$87.60,$60.00,$60.00,$104.00,$104.00,2,1,8
3181089,4,3,1,0,0,0,100,10,9,10,10,10,9,4,1,0,1,Townhouse,6,2,3,3,150,100,1,0,5,9,0.57,1000,4,491,53,30,10,13,58,4,3,,7,37,0.1557,0.4804,0.7149,0.2265,0.0568,1.8074,0.0267,0.0294,0.3345,0.0568,$177.05,$177.05,$175.00,$175.00,$225.00,$225.00,4,2,12
3181928,0,3,1,0,0,0,89,10,9,10,10,10,9,4,1,0,41,Apartment,2,1,0,1,0,50,1,0,18,9,0.33,1000,4,477,590,36,14,4,33,,6,2,3,23,0.1355,0.1068,0.2546,0.1976,0.1048,2.7011,0.1014,0.0553,0.6715,0.1703,$169.15,$169.15,$100.00,$100.00,$186.00,$186.00,4,2,12
3186210,3,3,0,1,1,0,94,9,9,10,10,10,9,0,,0,1,Apartment,3,1,1,1,,25,1,0,17,9,0.31,1000,4,250,134,38,10,7,31,,,,1,25,0.135,0.9001,0.5782,0.4416,0.1104,0.2884,0.1356,0.1263,0.6442,0.2615,$99.00,$99.00,$99.00,$99.00,$99.00,$99.00,2,1,7
3198517,4,2,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,1,House,2,1,1,1,,,1,20,0,,,1000,4,245,41,45,10,14,37,1,6,2,2,32,0.152,0.4017,0.3243,0.4032,0.1073,3.1846,0.0869,0.1023,0.4494,0.1073,$85.00,$85.00,$85.00,$85.00,$85.00,$85.00,4,2,9
3199232,3,3,1,0,0,0,100,10,10,10,10,10,10,0,,0,1,House,8,2,4,8,500,125,1,0,18,10,0.33,1000,4,395,223,8,9,1,10,,,,,11,0.2034,0.6602,0.6438,0.767,0.1037,0.2712,0.3301,0.1559,0.8917,0.2054,$285.00,$285.00,$285.00,$285.00,$285.00,$285.00,4,2,11
3200775,0,3,0,0,0,0,92,10,10,10,10,10,9,0,,0,1,Apartment,4,1,1,2,,40,1,0,5,9,0.09,1000,4,250,,36,9,16,15,,6,2,3,37,0.167,0.3615,0.3154,0.1442,0.0747,3.6708,0.0927,0.0683,0.5861,0.117,$199.97,$199.97,$190.00,$190.00,$225.00,$225.00,4,1,8
3201115,4,3,0,0,0,0,92,10,9,10,10,9,10,4,1,1,4,Apartment,2,1,1,1,100,60,2,40,221,10,3.89,1000,4,246,209,44,9,13,40,1,,1,2,35,0.1251,0.779,0.3173,0.1726,0.0841,0.6452,0.0887,0.0706,0.2714,0.0841,$85.45,$85.45,$61.00,$61.00,$101.00,$101.00,3,2,10
3206180,0,3,0,0,0,0,99,10,10,10,10,9,10,3,0.83,0,1,Apartment,3,1,1,1,0,45,2,20,24,10,0.42,1000,4,243,381,20,2,8,21,1,3,2,,18,0.3291,0.2679,0.3732,0.5126,0.1108,3.5117,0.0539,0.0177,0.4803,0.1591,$101.95,$101.95,$95.00,$95.00,$135.00,$135.00,4,3,13
3230666,0,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,1,Apartment,6,2,2,2,500,85,4,20,73,10,1.31,1000,4,246,112,41,15,5,21,2,2,2,4,23,0.0732,0.468,0.2107,0.229,0.0459,3.4589,0.0216,0.238,0.0216,0.269,$213.37,$213.37,$199.00,$199.00,$250.00,$250.00,3,1,10
3236561,3,3,0,0,0,0,98,10,10,10,10,10,10,4,0.94,1,2,Apartment,2,1,1,1,100,49,1,0,216,10,4.86,234,4,234,160,23,14,4,,,3,9,3,18,0.053,0.1972,0.0345,0.237,0.1615,3.2329,0.0941,0.6453,0.6565,0.2448,$151.74,$151.74,$129.00,$129.00,$179.00,$179.00,3,3,13
3237702,0,2,0,0,0,0,85,9,9,10,10,8,9,4,1,0,6,Townhouse,1,2,1,1,500,100,1,100,4,9,0.07,1000,4,337,232,22,1,32,31,,,,5,59,0.3027,0.8813,0.6926,0.1116,0.1112,1.7056,0.0989,0.0648,0.8798,0.1649,$85.70,$85.70,$80.00,$80.00,$100.00,$100.00,4,2,12
3246480,0,3,0,0,1,0,80,6,4,10,10,8,10,0,,0,1,Apartment,2,1,1,2,100,,2,0,1,10,0.02,1000,4,249,256,35,5,10,21,,3,1,1,28,0.1733,0.106,0.2575,0.475,0.0833,3.6592,0.0718,0.0544,0.5779,0.1485,$78.00,$78.00,$78.00,$78.00,$78.00,$78.00,4,2,11
3247998,4,3,1,1,0,0,100,10,10,10,10,9,10,2,1,0,1,House,10,4,4,6,,,1,0,8,10,0.16,821,4,418,101,17,3,7,25,,,,2,17,0.1346,0.9402,1.0946,0.3495,0.0555,4.4807,0.2372,0.1167,0.5962,0.303,$500.00,$500.00,$500.00,$500.00,$500.00,$500.00,4,5,15
3249610,0,2,0,0,0,0,94,10,9,10,10,9,10,4,0.92,0,2,Townhouse,1,2,1,1,0,50,1,0,17,10,0.31,1000,4,303,109,22,5,14,5,,3,1,4,30,0.1891,0.4725,0.1793,0.1627,0.0629,3.854,0.1428,0.1734,0.5813,0.0629,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,4,5,16
3250350,0,2,0,0,0,0,91,10,8,10,10,8,8,4,1,0,2,Apartment,1,1,1,1,200,100,1,0,20,8,0.36,780,4,16,106,25,4,9,29,,3,1,1,24,0.2992,0.3507,0.2266,0.4313,0.0381,3.1851,0.0382,0.0572,0.6721,0.0381,$36.00,$36.00,$36.00,$36.00,$36.00,$36.00,3,2,11
3258728,0,3,0,0,0,0,93,10,9,10,10,10,9,4,1,0,4,Condominium,4,1,1,1,,50,2,50,56,9,0.99,1000,4,411,562,34,19,54,1,,16,16,6,105,0.0421,0.0919,0.1001,0.1495,0.0609,1.7677,0.0497,0.4749,0.5642,0.1882,$164.01,$164.01,$145.00,$145.00,$165.00,$165.00,3,2,11
3272563,3,3,1,0,0,0,91,10,9,10,10,10,9,0,,0,1,Apartment,4,1,1,2,300,70,1,0,34,9,0.6,1000,4,250,45,8,10,4,,,,2,2,12,0.1494,0.5802,0.3951,0.1565,0.1411,3.9618,0.1416,1.6769,1.1331,0.1411,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,4,2,14
3272654,0,2,0,0,0,0,93,9,9,10,10,9,9,3,1,1,4,House,1,1,1,1,,10,1,0,3,9,0.07,1000,4,,,2,2,1,,,,,1,6,0.406,1.3833,0.7403,0.3913,0.2329,4.983,0.2207,2.1797,0.7039,0.2329,$60.28,$60.28,$55.00,$55.00,$69.00,$69.00,3,1,10
3283339,3,1,0,0,0,0,93,10,9,10,9,9,9,0,,0,2,Condominium,3,1,1,2,0,12,2,15,21,9,0.68,825,4,442,6,25,1,27,39,,,,5,48,0.3918,0.5921,0.9668,0.1264,0.0854,1.8262,0.0562,0.1132,0.9603,0.0854,$85.00,$85.00,$85.00,$85.00,$85.00,$85.00,4,3,12
3318417,4,2,1,0,0,0,99,10,10,10,10,9,10,4,1,1,2,House,2,1,1,1,,,1,0,81,10,1.44,1000,4,240,68,1,,,,,,,,2,1.328,2.0811,1.4637,1.587,0.1163,7.0027,0.1298,1.7779,1.9384,0.7485,$75.60,$75.60,$71.00,$71.00,$76.00,$76.00,4,4,14
3322512,3,3,0,0,0,0,96,10,10,10,10,10,9,3,1,1,4,Apartment,2,1,1,1,100,40,2,15,319,9,5.75,1000,4,210,613,5,5,10,3,,3,1,2,14,0.1212,0.1583,0.1165,0.1448,0.1014,2.547,0.165,0.4047,1.6973,0.1014,$105.14,$105.14,$52.00,$52.00,$190.00,$190.00,3,2,10
3326130,3,3,0,0,0,0,98,10,10,10,10,10,10,4,1,1,1,Guest suite,3,1,1,2,150,39,3,100,48,10,5.95,1000,4,344,216,26,6,9,19,,1,,,20,0.0747,0.421,1.0544,0.6285,0.1731,0.3232,0.0942,0.1223,0.692,0.1731,$93.53,$93.53,$50.00,$50.00,$107.00,$107.00,3,2,12
3350471,4,3,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,1,0.2,0,1,Townhouse,8,4,4,4,100,100,1,0,0,,,399,4,102,,2,2,,,,,3,1,3,0.2924,0.8178,0.1653,0.4971,0.2809,4.079,0.4967,1.5345,1.2579,0.5327,$250.00,$250.00,$250.00,$250.00,$250.00,$250.00,3,2,11
3359272,0,3,1,0,0,0,94,9,9,10,10,9,9,4,1,0,1,Townhouse,5,2,3,3,0,140,1,0,130,9,2.59,1000,4,249,231,29,10,12,40,2,,,3,27,0.1548,0.536,0.8292,0.2706,0.0988,1.7635,0.0894,0.0565,0.3562,0.1487,$296.41,$296.41,$119.00,$119.00,$333.00,$333.00,4,1,10
3360506,3,3,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,1,0,0,1,Apartment,2,1,0,1,200,50,1,15,0,,,1000,4,1000,,7,1,6,3,,,,,14,0.2292,0.6471,1.6923,0.5668,0.0893,5.1715,0.3016,0.4807,0.7554,0.1828,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,4,3,8
3362978,3,2,0,0,0,0,100,10,10,10,10,10,10,2,1,1,2,Townhouse,1,1,1,1,,,1,85,54,10,0.97,1004,4,60,977,11,3,6,2,1,5,,5,17,0.4093,0.1804,1.1604,0.024,0.0238,0.9389,0.024,0.4016,0.3,0.1144,$85.00,$85.00,$85.00,$85.00,$85.00,$85.00,4,2,13
3368308,4,3,0,0,0,0,100,10,10,10,10,10,10,0,,0,1,Apartment,2,1,1,1,,,1,0,4,10,0.09,1000,4,209,37,31,12,7,29,,6,4,2,26,0.1372,0.2623,0.3211,0.0808,0.1086,2.5939,0.0797,0.1393,0.5338,0.1889,$99.00,$99.00,$99.00,$99.00,$99.00,$99.00,3,2,13
3385078,3,3,1,0,0,0,99,10,10,10,10,10,10,2,0.7,0,1,Condominium,2,1,1,1,0,25,1,0,48,10,1.99,436,4,208,250,59,14,7,36,2,4,2,5,30,0.0541,0.4111,0.2096,0.1856,0.0816,3.1943,0.081,0.0825,0.257,0.1328,$115.19,$115.19,$80.00,$80.00,$132.00,$132.00,4,1,10
3386035,3,3,1,0,0,0,92,10,9,10,10,10,10,0,,0,1,Apartment,2,1,0,1,,,1,0,25,10,0.44,933,4,244,191,6,12,2,6,,2,,,12,0.1042,0.4019,0.5885,0.9277,0.193,0.4788,0.2039,0.2789,0.8235,0.193,$90.00,$90.00,$90.00,$90.00,$90.00,$90.00,3,0,7
3415424,3,3,1,0,0,0,98,10,9,10,10,10,10,2,0.57,0,2,Condominium,4,2,2,2,500,65,1,0,24,10,0.43,1000,4,223,93,23,16,14,2,1,,6,6,31,0.0326,0.5088,0.0804,0.2525,0.0406,2.6378,0.0603,0.2525,0.4426,0.1138,$228.19,$228.19,$175.00,$175.00,$263.00,$263.00,4,2,15
3421168,4,3,1,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,1,Apartment,2,2,1,1,,,1,0,1,,0.03,136,4,136,172,25,13,3,3,1,,3,2,16,0.0558,0.5821,0.2427,0.0622,0.0793,3.4792,0.0622,0.4652,0.2919,0.0793,$156.10,$156.10,$150.00,$150.00,$161.00,$161.00,4,2,10
3425877,0,3,1,0,0,0,97,10,10,10,10,9,10,0,,0,1,House,6,2,3,3,750,150,2,0,28,10,0.62,1000,4,297,710,48,9,14,44,,,,2,35,0.1568,0.8291,0.7155,0.4376,0.149,0.2173,0.124,0.1273,0.5098,0.149,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,4,2,13
3429149,4,3,0,0,0,0,100,10,10,10,10,10,9,4,0.97,0,3,Townhouse,2,1,1,2,,55,1,0,2,9,0.08,290,4,290,,24,16,4,6,,5,6,4,22,0.093,0.4553,0.067,0.0981,0.0886,2.9868,0.0726,0.4173,0.6681,0.0886,$72.81,$72.81,$59.00,$59.00,$81.00,$81.00,2,1,6
3434944,3,2,0,0,0,0,100,10,10,10,10,10,10,0,,0,2,House,2,1,1,1,0,35,1,10,3,10,0.1,1010,4,413,,12,12,4,,,2,2,,14,0.2155,0.386,0.3962,0.6377,0.1112,0.709,0.147,0.5078,0.8584,0.4205,$195.00,$195.00,$195.00,$195.00,$195.00,$195.00,4,1,10
3465175,4,3,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,1,Apartment,2,1,0,1,,,1,15,0,,,186,4,186,,53,15,12,31,2,3,3,7,30,0.0493,0.2549,0.0128,0.1061,0.1061,3.3729,0.1061,0.1075,0.2047,0.1061,$109.00,$109.00,$109.00,$109.00,$109.00,$109.00,4,2,11
3469191,3,3,0,0,0,0,99,10,10,10,10,10,10,3,1,1,1,Loft,4,2,2,2,500,100,4,50,84,10,1.53,1000,4,490,253,24,13,14,37,3,6,1,4,33,0.2079,0.2194,0.4262,0.1916,0.1572,1.9373,0.1896,0.0015,0.1572,0.1572,$333.76,$333.76,$179.00,$179.00,$657.00,$657.00,4,1,14
3476251,3,3,0,0,0,0,100,10,9,10,10,9,10,0,,0,1,Apartment,3,1,1,2,150,65,1,0,3,10,0.06,1000,4,243,130,54,15,9,59,2,5,2,4,25,0.1513,0.354,0.3324,0.1027,0.0589,3.064,0.0744,0.0894,0.2519,0.0589,$114.27,$114.27,$110.00,$110.00,$125.00,$125.00,3,2,9
3476263,0,3,1,0,0,0,92,9,9,10,9,10,9,3,0.94,0,56,Apartment,8,2,2,4,0,150,1,0,119,9,2.18,1002,4,230,43,21,15,6,9,,3,5,2,22,0.0386,0.3626,0.1578,0.1311,0.1072,2.7651,0.107,0.2541,0.6448,0.1072,$280.49,$280.49,$68.00,$68.00,$329.00,$329.00,4,2,12
3476805,0,3,1,0,0,0,100,10,10,10,10,10,9,4,1,1,1,House,7,2,4,4,1000,250,5,0,51,9,0.99,702,4,255,568,5,6,3,,,,2,3,8,0.0885,0.93,0.2487,0.2296,0.0907,4.2984,0.165,1.8824,1.4323,0.2391,$821.57,$821.57,$800.00,$800.00,$875.00,$875.00,4,3,14
3477770,0,3,0,0,0,0,90,9,9,10,10,10,9,4,0.88,0,3,House,10,2,3,6,150,150,8,50,126,9,2.93,1000,4,249,148,24,13,15,29,3,4,2,4,31,0.0953,0.0871,0.2355,0.0238,0.0487,1.9381,0.0487,0.1084,0.1601,0.0487,$328.49,$328.49,$300.00,$300.00,$485.00,$485.00,4,3,10
3478199,3,2,1,0,0,0,100,10,10,10,10,10,10,2,0.57,0,2,Apartment,2,1,1,1,250,25,1,50,4,10,0.09,1000,4,217,70,23,18,11,3,,2,6,4,31,0.099,0.4655,0.1785,0.1745,0.1227,2.7026,0.0799,0.2188,0.5395,0.2292,$95.00,$95.00,$95.00,$95.00,$95.00,$95.00,4,2,16
3479305,4,2,0,0,0,0,91,9,9,10,10,10,10,1,0.33,0,1,House,2,1,1,1,0,20,1,30,13,10,1.04,376,4,101,,25,14,3,10,,2,5,3,20,0.0826,0.4122,0.1275,0.0174,0.118,3.0171,0.0312,0.3152,0.6003,0.1998,$66.58,$66.58,$60.00,$60.00,$70.00,$70.00,3,2,10
3487589,3,3,1,0,0,0,95,10,10,9,10,10,10,0,,0,1,Apartment,2,1,0,1,250,60,1,0,5,10,0.11,1000,4,247,,57,15,7,30,2,3,2,5,29,0.0202,0.3908,0.1562,0.1706,0.1126,3.2635,0.0687,0.0562,0.1913,0.171,$79.00,$79.00,$79.00,$79.00,$79.00,$79.00,3,1,12
3504373,4,3,1,0,0,0,100,8,10,10,10,7,8,0,,0,1,Apartment,3,1,1,1,,,1,0,5,8,0.1,816,4,253,130,12,2,12,4,,,,2,19,0.3808,0.6439,0.5976,0.4808,0.0532,2.5668,0.0531,0.2333,1.4192,0.0532,$100.00,$100.00,$100.00,$100.00,$100.00,$100.00,2,3,8
3519858,3,3,1,0,0,0,65,7,4,9,8,9,7,3,1,0,1,Apartment,2,1,0,1,,20,1,10,13,7,0.24,1000,4,226,6,1,3,1,,,3,,,4,0.2377,0.4252,0.8477,0.784,0.2701,5.7125,0.2123,1.8697,1.8614,0.2701,$90.00,$90.00,$90.00,$90.00,$90.00,$90.00,2,3,11
3520358,0,3,0,1,0,0,95,10,10,10,10,10,10,4,1,0,1,Apartment,3,1,1,1,,25,1,0,71,10,2.06,1000,4,201,246,38,10,8,31,,,,1,26,0.1487,0.9183,0.5954,0.4578,0.1006,0.2707,0.1443,0.1346,0.6529,0.2798,$119.96,$119.96,$100.00,$100.00,$133.00,$133.00,3,2,11
3522984,0,3,1,1,0,0,100,10,10,10,10,10,10,1,0,0,3,House,1,1,1,1,800,60,1,30,2,10,0.05,244,4,244,,2,3,1,,,,2,1,4,0.2984,1.2492,0.3527,0.3244,0.2849,4.5853,0.4673,2.0011,1.0836,0.4407,$160.00,$160.00,$160.00,$160.00,$160.00,$160.00,4,3,12
3522986,0,2,0,0,0,1,98,10,10,10,10,10,9,1,0,0,3,House,2,1,1,1,800,60,1,30,18,9,0.33,211,4,211,,1,3,1,,,,2,1,4,0.2978,1.3245,0.3982,0.2996,0.3308,4.6662,0.4539,2.0892,1.0561,0.4468,$160.00,$160.00,$160.00,$160.00,$160.00,$160.00,3,3,10
3526640,0,2,1,1,0,0,100,10,10,10,10,9,10,4,1,1,2,Townhouse,1,2,1,1,250,45,1,100,3,10,0.07,1000,4,257,29,31,11,27,26,2,4,2,4,57,0.1449,0.2697,0.341,0.3599,0.1188,1.023,0.1799,0.3354,0.4877,0.1408,,,,,,,3,2,11
3538921,0,2,1,1,0,0,94,9,9,9,10,9,9,4,1,1,2,Townhouse,2,2,1,1,100,35,1,35,30,9,0.54,1000,4,323,36,30,10,11,27,1,4,3,4,28,0.1693,0.2114,0.4402,0.3837,0.0915,0.9966,0.1924,0.2915,0.4817,0.2057,$94.04,$94.04,$89.00,$89.00,$118.00,$118.00,4,2,12
3538983,0,2,0,0,0,0,100,10,10,10,10,10,8,0,,0,1,House,2,4,1,1,,20,1,0,1,8,0.02,1000,4,,,23,12,4,,,3,8,1,17,0.0631,0.0917,0.0457,0.1855,0.0948,3.3775,0.0679,0.8618,0.6617,0.3337,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,3,1,6
3544432,3,3,1,1,0,0,100,10,10,10,10,9,10,2,1,1,1,Apartment,3,1,0,2,0,40,2,20,12,10,0.51,1002,4,501,229,44,4,23,46,3,,,1,33,0.1032,0.5471,1.1645,0.3203,0.0517,0.6985,0.0588,0.1185,0.2577,0.0703,$115.00,$115.00,$115.00,$115.00,$115.00,$115.00,4,2,12
3563677,3,3,1,1,0,0,95,9,9,10,10,10,9,3,1,0,1,Apartment,4,1,1,1,500,50,2,25,44,9,0.83,804,4,229,391,56,10,20,24,1,6,2,3,47,0.1818,0.3524,0.2878,0.1648,0.0665,3.5549,0.0287,0.0906,0.4745,0.0665,$97.55,$97.55,$89.00,$89.00,$119.00,$119.00,4,3,13
3567754,3,2,0,0,0,0,90,9,9,10,10,7,9,0,,0,1,House,2,2,1,1,,,2,15,113,9,2.03,1000,4,234,226,40,4,23,159,2,3,2,2,47,0.0638,0.3215,0.1436,0.3061,0.0838,0.8197,0.0441,0.0197,0.1111,0.1641,$65.00,$65.00,$65.00,$65.00,$65.00,$65.00,2,1,8
3568159,0,2,0,1,0,0,98,10,10,10,10,9,10,4,1,1,1,Apartment,2,1,1,1,,15,2,20,144,10,2.6,1000,4,245,193,33,8,18,37,2,2,,5,36,0.0731,0.2938,0.7065,0.269,0.0374,1.5148,0.0978,0.1497,0.269,0.0374,$99.00,$99.00,$99.00,$99.00,$99.00,$99.00,4,3,12
3575029,3,3,1,0,0,0,97,10,10,10,10,9,10,4,1,1,1,Guest suite,5,1,2,4,0,50,4,25,298,10,5.35,1001,4,495,399,14,2,9,31,,,,1,24,0.1305,1.0677,1.044,0.3082,0.1479,2.2707,0.1477,0.1858,1.4427,0.2125,$107.61,$107.61,$75.00,$75.00,$132.00,$132.00,4,4,16
3576433,3,2,1,1,0,0,99,10,10,10,10,9,10,4,1,1,1,Townhouse,4,1,1,3,200,30,2,15,65,10,1.18,1000,4,437,430,3,1,5,,,1,,,11,0.4587,0.456,0.9741,0.6674,0.0605,3.8139,0.1024,0.7436,1.1655,0.1024,$51.88,$51.88,$41.00,$41.00,$64.00,$64.00,3,3,12
3577680,0,3,0,0,0,0,97,10,10,10,10,10,9,4,1,1,5,Apartment,2,1,1,1,0,50,1,0,363,9,6.62,1004,4,,685,27,17,6,4,,3,6,4,22,0.1104,0.3758,0.1908,0.1966,0.1313,3.1755,0.0807,0.469,0.6102,0.2249,$140.61,$140.61,$76.00,$76.00,$184.00,$184.00,4,2,13
3580823,3,3,0,0,0,0,90,10,7,10,9,9,10,0,,0,1,Apartment,3,1,1,1,,60,1,0,2,10,0.04,244,4,244,,38,16,6,15,1,2,4,4,28,0.1395,0.4798,0.1649,0.1997,0.0645,3.1631,0.1468,0.2819,0.4232,0.3622,$156.11,$156.11,$150.00,$150.00,$161.00,$161.00,3,1,7
3588873,0,2,0,0,0,0,99,10,10,10,10,10,10,0,,0,1,Condominium,2,1,1,2,150,50,2,25,15,10,0.27,1000,4,267,51,36,12,3,44,,3,3,4,21,0.0988,0.0935,0.2823,0.3151,0.0979,2.8127,0.0678,0.1026,0.629,0.2906,$122.42,$122.42,$115.00,$115.00,$136.00,$136.00,4,3,16
3589855,4,3,0,0,0,0,100,10,10,10,10,9,10,2,0.9,0,1,Apartment,2,1,1,1,300,30,1,0,4,10,1.85,1000,4,345,,,3,1,,,4,,,5,0.1126,0.1185,0.5081,1.0326,0.0314,5.2117,0.7696,1.4354,1.4975,0.1879,$85.08,$85.08,$85.00,$85.00,$100.00,$100.00,3,4,13
3603478,0,3,0,0,0,0,91,9,10,10,10,10,9,4,1,0,41,Apartment,2,1,0,2,0,50,2,20,36,9,0.67,1000,4,486,698,,5,1,,,2,1,,1,0.2066,0.0711,0.3167,0.6048,0.496,4.1217,0.5553,0.7321,0.7292,0.496,$161.22,$161.22,$90.00,$90.00,$175.00,$175.00,4,2,13
3604214,3,3,1,0,0,0,97,10,10,10,9,10,10,0,,0,1,Apartment,2,1,1,1,,25,1,0,24,10,0.44,248,4,248,131,,3,1,,,3,1,,1,0.2064,0.1795,0.4851,0.665,0.3044,4.866,0.9324,1.1981,1.1288,0.3044,$89.00,$89.00,$89.00,$89.00,$89.00,$89.00,4,2,8
3604325,4,3,1,0,0,0,98,10,10,10,10,10,10,4,1,1,1,Guest suite,2,1,1,1,0,25,1,0,103,10,1.86,1000,4,498,,3,3,1,,,,,1,6,0.2901,1.2298,0.8029,0.2156,0.148,4.9751,0.0868,2.0158,0.5407,0.1728,$69.18,$69.18,$65.00,$65.00,$74.00,$74.00,4,2,14
3604624,3,3,0,0,0,0,90,9,10,10,10,10,9,4,1,0,4,Guest suite,2,1,0,1,500,50,1,0,51,9,1.09,1000,4,400,183,8,4,1,,,3,,1,3,0.1297,0.3521,0.7453,0.39,0.145,5.8237,0.1574,2.0859,1.305,0.145,$92.95,$92.95,$79.00,$79.00,$105.00,$105.00,3,2,11
3605525,4,3,0,0,0,0,100,10,10,10,10,10,10,0,,0,1,Apartment,2,1,0,1,,,1,0,1,10,0.02,1000,4,249,98,12,16,5,,,2,4,4,17,0.096,0.22,0.4044,0.1922,0.154,3.5259,0.0969,1.3144,0.7094,0.2544,$110.00,$110.00,$110.00,$110.00,$110.00,$110.00,4,1,10
3609024,4,3,0,1,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,2,Apartment,2,1,1,1,,,1,0,0,,,244,4,244,,1,1,3,,1,,1,1,10,0.2147,1.4851,0.4203,0.2717,0.3475,5.4232,0.3756,2.276,0.1993,0.3475,$200.00,$200.00,$200.00,$200.00,$200.00,$200.00,2,1,6
3613461,4,3,0,0,0,0,94,10,9,10,10,9,9,3,1,0,1,Apartment,4,1,2,2,0,49,1,0,134,9,6.09,1000,4,477,29,46,4,28,59,3,,,3,55,0.2126,1.1317,0.6516,0.2366,0.0477,0.8823,0.048,0.0493,0.2605,0.0477,$86.17,$86.17,$66.00,$66.00,$99.00,$99.00,3,0,9
3624418,0,3,1,0,0,0,99,10,10,10,10,10,10,0,,0,1,House,9,2,4,7,200,105,5,20,47,10,0.85,1000,4,249,498,20,8,7,13,,3,,,17,0.1272,0.4461,1.0217,0.5523,0.1747,0.4439,0.1568,0.0815,0.5541,0.1747,$300.00,$300.00,$300.00,$300.00,$300.00,$300.00,4,3,10
3627430,4,3,0,1,0,0,89,9,9,10,10,9,9,4,1,0,1,Apartment,5,1,2,3,150,85,4,10,144,9,2.74,1000,4,355,30,21,7,10,31,,,,4,19,0.1134,0.5444,0.549,0.2478,0.1669,2.0392,0.0725,0.0657,0.6699,0.1669,$97.34,$97.34,$85.00,$85.00,$119.00,$119.00,3,1,9
3633359,4,3,0,1,0,0,100,10,10,10,10,9,10,4,1,1,1,Townhouse,3,1,0,1,0,20,1,0,19,10,6,1000,4,492,27,16,,13,107,3,,,1,25,0.5122,0.6806,2.5702,0.4802,0.0532,0.5246,0.1412,0.0636,0.1607,0.0717,$55.41,$55.41,$55.00,$55.00,$67.00,$67.00,3,1,10
3633773,4,3,1,0,0,0,96,10,9,10,10,10,10,3,1,0,2,Apartment,2,1,1,1,,50,2,50,6,10,0.11,958,4,284,73,4,11,2,3,,2,1,,8,0.1252,0.3281,0.4233,0.843,0.2336,0.6678,0.2522,0.4839,0.7725,0.2336,$150.00,$150.00,$150.00,$150.00,$150.00,$150.00,3,1,8
3635540,3,3,1,0,0,0,97,10,10,10,10,10,10,4,1,1,1,Guest suite,4,1,1,2,150,50,2,5,65,10,1.36,1000,4,458,139,13,4,7,3,1,5,,5,18,0.3699,0.1323,1.1904,0.0782,0.0644,0.8905,0.0782,0.3475,0.3298,0.0644,$115.74,$115.74,$85.00,$85.00,$138.00,$138.00,4,2,14
3635723,3,3,1,0,0,0,97,9,10,10,10,10,9,3,1,1,2,Serviced apartment,5,2,2,2,350,150,1,0,118,9,2.12,1000,4,483,269,35,20,20,8,2,21,12,8,46,0.0974,0.1358,0.1084,0.1559,0.0733,1.9921,0.093,0.4086,0.4426,0.0733,$298.50,$298.50,$250.00,$250.00,$301.00,$301.00,3,4,15
