id,cancel_pol,room_cat,Family_Friendly,Pets_Allowed,Smoking_Allowed,Events_Allowed,rev_rating,rev_acc,rev_clean,rev_check,rev_comm,rev_loc,rev_val,host_responsetime,host_response_rate,host_is_superhost,host_listings_count,property_type,accommodates,bathrooms,bedrooms,beds,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_value,reviews_per_month,len_desc,len_experiences,len_summary,len_rules,NearbyAssault,NearbyBikeShare,NearbyClassASexOffenders,NearbyGunShots,NearbyHomicide,NearbyMetros,NearbyMuseums,NearbySexCrime,NearbySexOffenders,Closest_BikeShare,Closest_Metro,Closest_Museum,Closest_SexCrime,Closest_SexOffender,Closest_Arson,Closest_Assault,Closest_GunShot,Closest_Homicide,Closest_ClassA_SexOffender,AvgNightlyPrice,AvgNightlyAdjusted_price,MinNightlyprice,MinNightlyAdjusted_price,MaxNightlyprice,MaxNightlyAdjusted_price,Basic_Amenities,deluxe_amenities,Total_Amenities
26390088,3,2,0,0,0,0,94,10,10,10,10,10,9,4,1,0,1,Townhouse,2,1,1,1,1000,20,2,25,17,9,2.77,1000,4,237,,10,3,5,4,1,5,,5,19,0.4351,0.2131,1.141,0.011,0.0111,0.9693,0.011,0.4362,0.2835,0.1376,$83.72,$83.72,$60.00,$60.00,$100.00,$100.00,2,2,10
26390506,0,1,0,0,0,0,75,9,7,10,9,7,9,2,0.79,0,23,Townhouse,16,2,1,16,0,0,1,10,9,9,1.26,19,4,19,92,4,1,6,34,1,,,2,13,0.1413,0.9897,1.5182,0.2174,0.1181,1.0924,0.2202,0.084,0.2174,0.2022,$10.66,$10.66,$10.00,$10.00,$18.00,$18.00,3,1,12
26391253,0,1,0,0,0,0,80,8,8,6,10,8,8,2,0.79,0,23,Townhouse,16,2,1,4,0,0,1,10,1,8,0.58,870,4,500,92,9,3,13,39,1,,,4,22,0.2846,1.0497,1.392,0.2035,0.0512,0.9441,0.2811,0.0945,0.205,0.0532,$13.00,$13.00,$13.00,$13.00,$13.00,$13.00,4,1,11
26395456,4,3,0,0,0,0,86,9,9,10,10,8,9,4,1,0,1,Condominium,8,1,2,4,0,15,4,15,71,9,9.38,1000,4,408,82,31,1,16,148,3,,,4,39,0.3152,1.3266,0.5326,0.3042,0.0328,0.6619,0.0257,0.0731,0.2656,0.0328,$109.12,$109.12,$70.00,$70.00,$135.00,$135.00,3,1,11
26397515,4,2,0,0,0,0,99,10,10,10,10,10,10,4,1,1,1,Condominium,4,2,2,3,,,1,0,16,10,2.22,1000,4,207,177,45,2,18,121,4,3,2,2,36,0.2338,0.2281,0.2344,0.2548,0.0316,1.0127,0.1013,0.0146,0.183,0.0316,$109.58,$109.58,$108.00,$108.00,$111.00,$111.00,3,3,12
26397823,3,2,0,0,0,1,100,10,8,9,10,9,9,3,1,0,2,House,1,1,1,1,100,20,1,0,2,9,0.31,643,4,293,46,23,1,8,92,4,3,,2,12,0.385,0.4249,1.3462,0.3542,0.1282,2.1511,0.0802,0.0536,0.2993,0.1282,$36.71,$36.71,$30.00,$30.00,$52.00,$52.00,3,3,12
26404330,0,2,0,0,0,0,86,9,9,8,8,9,9,4,1,0,2,Condominium,2,1,0,1,300,50,1,0,10,9,1.36,1000,4,487,,27,8,8,7,1,5,,5,22,0.115,0.3258,1.0605,0.3834,0.1028,0.6458,0.1452,0.1569,0.3521,0.1028,$68.22,$68.22,$49.00,$49.00,$79.00,$79.00,3,1,8
26405153,0,2,0,0,0,0,100,10,10,10,10,10,10,4,1,0,2,Condominium,3,1,1,2,300,70,2,25,5,10,1.32,1000,4,487,,29,7,8,7,1,5,,5,22,0.1463,0.295,1.0303,0.3778,0.1322,0.6723,0.1393,0.1875,0.3258,0.1322,$72.63,$72.63,$55.00,$55.00,$89.00,$89.00,3,1,8
26411725,3,3,0,0,0,0,97,10,10,10,10,10,10,4,1,1,1,Townhouse,4,2,2,2,100,150,1,0,22,10,3.13,1002,4,337,51,42,10,14,37,1,,1,2,35,0.0626,0.8546,0.473,0.3238,0.0419,0.4076,0.018,0.0384,0.497,0.2319,$171.32,$171.32,$145.00,$145.00,$190.00,$190.00,3,2,12
26413555,3,3,0,0,0,0,94,10,10,10,10,10,9,4,1,1,3,Apartment,4,1,0,2,0,75,2,15,56,9,7.78,1000,4,492,191,18,11,48,5,,6,6,3,94,0.0487,0.1535,0.0827,0.3434,0.0522,1.2271,0.0443,0.4001,0.6227,0.1503,$111.59,$111.59,$65.00,$65.00,$125.00,$125.00,3,2,12
26414350,4,3,0,0,0,0,99,10,10,10,10,9,10,4,1,1,1,Guesthouse,4,1,2,2,0,45,1,0,14,10,2.09,1002,4,321,,6,,3,,,1,,2,6,0.5251,0.46,1.8695,0.1638,0.1124,6.1205,0.1126,0.8433,1.272,0.1124,$148.70,$148.70,$130.00,$130.00,$169.00,$169.00,3,1,7
26421326,4,2,0,1,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,1,Townhouse,1,4,1,1,,,1,0,0,,,1000,4,469,,29,14,6,6,,2,6,4,22,0.1052,0.4146,0.1859,0.2541,0.0815,3.2526,0.0813,0.4711,0.5388,0.3159,$99.00,$99.00,$99.00,$99.00,$99.00,$99.00,3,1,10
26421695,4,2,0,1,0,0,96,10,9,10,10,9,10,4,0.94,0,2,House,1,1,1,2,,,1,0,45,10,6.08,1008,4,305,106,22,2,13,60,2,,,3,23,0.2938,0.643,2.4581,0.2578,0.0456,1.7716,0.0164,0.1151,0.1436,0.1435,$33.12,$33.12,$26.00,$26.00,$38.00,$38.00,2,3,8
26423019,4,3,0,0,0,0,100,10,10,10,10,10,10,4,1,1,1,Apartment,2,1,0,1,200,35,1,0,27,10,5.19,1000,4,165,61,7,11,4,,,6,,2,11,0.1474,0.1882,0.5359,0.3182,0.2951,1.1917,0.3476,0.6058,0.598,0.2951,$125.06,$125.06,$125.00,$125.00,$131.00,$131.00,3,1,9
26426245,0,3,0,0,0,0,99,10,10,10,10,9,10,4,1,1,1,House,7,4,3,4,1500,150,4,10,16,10,2.64,1004,4,412,34,31,9,11,40,1,2,,5,30,0.1013,0.4599,0.6767,0.1352,0.1333,1.9245,0.0608,0.0866,0.4911,0.203,$398.35,$398.35,$271.00,$271.00,$420.00,$420.00,3,3,9
26427409,4,3,0,1,0,0,88,9,8,10,9,9,9,4,0.94,0,2,Guest suite,3,1,1,2,,5,3,10,33,9,4.58,1008,4,393,52,25,2,12,79,4,,,3,21,0.1955,0.7668,2.5581,0.3037,0.0831,1.6859,0.1124,0.0546,0.2448,0.1712,$50.17,$50.17,$50.00,$50.00,$52.00,$52.00,3,1,7
26429268,4,2,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,4,1,1,2,House,2,1,1,1,500,150,1,35,0,,,1000,4,377,248,,2,,,,,1,,2,0.28,1.1725,0.4739,0.7791,0.3498,5.9662,0.7668,2.5379,0.6061,0.6688,$98.42,$98.42,$82.00,$82.00,$125.00,$125.00,3,3,11
26445678,0,3,0,0,0,0,100,9,10,10,9,10,10,4,0.77,0,243,Townhouse,6,3,3,3,,183,1,0,3,10,0.49,1004,4,496,531,1,12,1,,,1,1,,5,0.1058,0.4892,0.196,0.8894,0.2189,0.7125,0.3426,0.6045,1.0723,0.2719,$391.64,$387.49,$358.00,$291.00,$427.00,$427.00,3,2,7
26445681,0,3,0,0,0,0,100,10,10,10,10,10,10,4,0.77,0,243,Townhouse,12,3,3,3,,258,12,0,3,10,0.63,1000,4,499,373,43,9,14,37,,,,1,26,0.1814,0.5748,0.9716,0.4605,0.115,0.1583,0.0775,0.081,0.5048,0.115,$435.88,$435.88,$410.00,$410.00,$490.00,$490.00,3,1,6
26445685,0,3,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,4,0.77,0,243,Townhouse,6,2,2,4,0,148,1,0,0,,,1000,4,459,326,19,14,16,22,1,6,2,5,35,0.0493,0.3583,0.1974,0.2939,0.0371,2.3771,0.1091,0.1562,0.3061,0.0371,$376.87,$375.97,$243.00,$243.00,$474.00,$474.00,3,2,7
26445689,0,3,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,4,0.77,0,243,House,4,1,1,1,,69,1,0,0,,,1000,4,497,315,24,13,4,19,,,,1,18,0.1213,0.7997,0.5301,0.4148,0.0251,0.3707,0.1471,0.1322,0.6824,0.182,$191.60,$191.60,$169.00,$169.00,$221.00,$221.00,3,3,8
26445906,0,3,0,1,0,0,80,9,10,8,8,10,10,4,0.77,0,243,Townhouse,14,3,4,8,0,224,9,12,3,10,0.49,1002,4,502,417,15,3,8,4,1,5,,5,20,0.2692,0.1106,1.2241,0.184,0.0659,0.7743,0.0421,0.2489,0.3807,0.0659,$305.37,$302.26,$268.00,$218.00,$354.00,$354.00,3,2,7
26445909,0,3,1,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,4,0.77,0,243,Apartment,6,2,2,2,0,107,6,0,1,,0.17,1006,4,497,643,31,9,14,60,4,6,,7,37,0.1857,0.4355,0.661,0.2389,0.1112,1.8429,0.0877,0.04,0.3318,0.1112,$216.15,$216.15,$183.00,$183.00,$250.00,$250.00,4,2,9
26445912,0,3,1,1,0,0,78,8,7.2,8.4,8.5,7.6,7.7,4,0.77,0,243,Apartment,6,2,2,2,0,107,6,0,0,,,1002,4,477,606,29,11,14,57,4,3,,6,37,0.1361,0.4803,0.7316,0.2165,0.0357,1.8093,0.0249,0.0459,0.3362,0.0357,$216.29,$216.29,$183.00,$183.00,$250.00,$250.00,4,2,9
26445915,0,3,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,4,0.77,0,243,Condominium,6,1,2,4,0,103,1,0,0,,,1000,4,501,482,15,4,11,23,,,1,3,17,0.3702,0.7442,0.4851,0.1945,0.0862,2.2209,0.0148,0.1559,0.9387,0.194,$251.30,$249.98,$192.00,$144.00,$328.00,$328.00,3,2,7
26446672,0,3,0,1,0,0,75,8,8,9,9,7,8,4,0.97,0,62,Condominium,6,1,1,3,125,135,2,25,8,8,1.15,1000,4,492,229,39,5,24,149,3,3,2,3,47,0.0877,0.459,0.2347,0.2167,0.0753,0.7629,0.0772,0.0149,0.3127,0.0766,$115.09,$115.09,$50.00,$50.00,$184.00,$184.00,3,2,13
26448435,4,2,0,0,1,1,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,1,Bed and breakfast,2,2,2,3,,,1,0,0,,,267,4,267,,10,,7,11,,,,3,16,0.7812,1.6895,0.7476,0.1329,0.0208,2.2615,0.2033,0.2535,1.2785,0.0208,$75.00,$75.00,$75.00,$75.00,$75.00,$75.00,3,2,10
26451901,0,3,0,0,0,0,94,10,9,10,10,10,10,4,0.96,0,2,Villa,16,4,6,7,500,350,6,20,7,10,1.91,1002,4,474,1000,8,3,5,3,,,,1,10,0.2438,0.7868,0.7926,0.2071,0.2307,4.3047,0.287,0.4104,0.8482,0.3875,$776.09,$776.09,$325.00,$325.00,$950.00,$950.00,3,4,14
26452309,0,3,0,0,0,0,94,10,9,10,10,10,9,4,0.96,0,2,Villa,16,6,9,10,750,475,8,25,17,9,2.67,1002,4,499,1000,6,2,3,2,,,,1,7,0.2862,0.827,0.8013,0.2518,0.2363,4.3368,0.3248,0.4421,0.8933,0.3949,$840.91,$840.91,$400.00,$400.00,$998.00,$998.00,3,4,14
26452635,3,3,0,0,0,0,99,10,10,10,10,10,10,4,1,1,2,Loft,4,1,1,2,500,75,2,25,24,10,3.64,1000,4,448,,29,13,4,23,,3,5,2,19,0.1621,0.2348,0.1823,0.1952,0.0646,2.8258,0.0621,0.2089,0.6989,0.0646,$122.57,$122.57,$75.00,$75.00,$146.00,$146.00,3,2,10
26454575,4,3,0,0,0,0,100,10,10,10,10,10,10,0,,0,1,House,6,3,3,4,,,1,0,1,10,0.17,816,4,384,,,5,1,,,2,1,,1,0.2121,0.0729,0.3101,0.6052,0.489,4.1292,0.5627,0.7354,0.7361,0.489,$314.25,$314.25,$300.00,$300.00,$350.00,$350.00,3,3,14
26463731,0,2,0,0,0,0,80,10,8,10,10,10,10,4,1,1,7,Townhouse,1,2,1,1,,,1,0,1,10,0.14,1004,4,,22,47,11,15,43,1,,1,2,37,0.1288,0.8529,0.4283,0.2733,0.0743,0.4962,0.0836,0.0418,0.3904,0.2335,$67.83,$67.83,$65.00,$65.00,$70.00,$70.00,3,1,11
26467359,3,3,0,1,0,0,97,10,10,10,10,10,10,4,1,1,2,Townhouse,8,2,3,4,350,104,5,25,56,10,7.53,500,4,307,416,25,10,4,42,,5,2,4,20,0.1712,0.2099,0.2993,0.2113,0.1089,2.3422,0.0624,0.1154,0.6512,0.1615,$237.20,$237.20,$133.00,$133.00,$417.00,$417.00,3,2,13
26467861,3,2,0,0,0,0,97,10,10,10,10,10,10,0,,1,1,Townhouse,1,1,1,1,0,25,1,0,12,10,1.73,1000,4,366,6,30,12,7,42,1,6,1,3,25,0.1123,0.1296,0.1346,0.3915,0.1125,2.4159,0.0604,0.0159,0.4882,0.1517,$131.96,$131.96,$110.00,$110.00,$147.00,$147.00,3,1,10
26470539,4,2,1,0,0,0,97,10,10,10,10,9,10,4,0.9,1,1,House,3,1,1,2,0,20,2,0,41,10,5.54,89,4,89,,20,7,10,24,,,,,19,0.1016,0.6098,0.8522,0.5231,0.0835,1.7785,0.1159,0.0174,0.5855,0.0835,$64.99,$64.99,$59.00,$59.00,$69.00,$69.00,2,1,9
26471515,3,2,0,0,0,0,90,8,9,10,10,9,9,4,1,0,6,Townhouse,1,1,1,1,0,10,1,0,6,9,0.85,1000,4,454,,46,15,9,59,1,6,3,4,26,0.1462,0.4307,0.3789,0.0366,0.102,2.9603,0.0597,0.0266,0.3406,0.102,$61.85,$61.85,$59.00,$59.00,$69.00,$69.00,2,2,11
26471715,0,3,1,0,0,0,93,10,10,8,9,10,10,2,1,0,1,Apartment,7,2,2,2,0,90,4,50,3,10,0.44,1000,4,357,262,36,13,4,16,1,,3,4,22,0.1543,0.6451,0.1087,0.0622,0.0807,3.3617,0.1355,0.3286,0.2275,0.1926,$339.25,$339.25,$325.00,$325.00,$375.00,$375.00,4,3,15
26472881,4,2,0,0,0,0,90,10,10,10,10,10,10,0,,0,1,House,2,1,1,1,0,0,1,0,8,10,1.14,,4,,,2,,,,,,,,,0.6281,1.9145,0.5722,0.7107,0.552,5.444,0.2486,2.7053,0.8754,0.552,$90.74,$90.74,$75.00,$75.00,$101.00,$101.00,3,2,9
26473487,4,2,0,0,0,0,100,10,10,10,10,10,10,3,1,0,2,Townhouse,2,2,1,1,200,30,1,10,7,10,1.2,1000,4,297,45,22,17,3,12,,2,6,3,21,0.1502,0.3698,0.0741,0.0612,0.1563,2.9419,0.1062,0.3239,0.6611,0.1637,$69.42,$69.42,$60.00,$60.00,$75.00,$75.00,3,2,11
26488440,3,3,0,1,0,0,78,8,7.2,8.4,8.5,7.6,7.7,2,0.5,0,5,Condominium,2,1,1,1,200,50,1,0,0,,,1000,4,393,,32,14,5,11,,2,5,4,23,0.0638,0.4482,0.2011,0.0928,0.049,3.0863,0.0528,0.3058,0.5327,0.2545,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,3,3,10
26493205,0,3,0,0,0,0,100,10,10,10,10,10,10,3,1,1,1,Apartment,3,2,1,2,0,70,2,10,11,10,1.54,1000,4,476,,17,15,17,22,1,4,3,6,37,0.0257,0.303,0.2048,0.2518,0.0915,2.331,0.1663,0.2282,0.2765,0.0915,$109.00,$109.00,$109.00,$109.00,$109.00,$109.00,2,1,10
26518685,4,3,0,1,0,0,98,10,10,10,10,10,10,4,1,1,1,Townhouse,3,1,0,1,0,20,1,0,87,10,11.97,1000,4,498,675,6,9,3,,,6,1,2,7,0.1174,0.1377,0.4853,0.3397,0.3392,1.19,0.3847,0.6226,0.6478,0.3392,$129.64,$129.64,$115.00,$115.00,$134.00,$134.00,4,3,14
26518725,4,3,0,0,0,0,20,2,2,2,2,8,2,3,1,0,1,Apartment,3,1,1,2,,,1,0,2,2,0.56,,4,,,2,2,,,,,1,,7,0.0505,1.0388,0.4,0.576,0.036,4.5826,0.3225,1.8421,0.9304,0.5597,$201.02,$201.02,$195.00,$195.00,$214.00,$214.00,3,1,10
26534528,4,3,0,0,0,0,100,10,8,10,10,10,10,0,,0,1,Condominium,4,1,1,1,150,0,1,0,1,10,0.15,,4,,152,16,2,12,14,1,,,2,20,0.1028,0.5828,0.5832,0.0451,0.0131,4.0631,0.0126,0.099,0.2107,0.0131,$84.38,$84.38,$80.00,$80.00,$91.00,$91.00,3,4,12
26557613,0,3,1,0,0,0,95,10,10,10,10,9,9,4,0.99,0,5,Apartment,6,2,3,3,,,1,0,23,9,5.39,1000,4,264,,32,9,13,42,2,1,,6,30,0.1913,0.4673,0.8823,0.2029,0.0786,1.6929,0.0481,0.0377,0.2728,0.1288,$180.16,$180.16,$180.00,$180.00,$189.00,$189.00,4,2,12
26561357,3,3,0,0,0,0,100,9,10,10,10,9,10,2,0.9,0,1,Townhouse,8,4,4,6,0,150,10,0,3,10,1.14,1000,4,491,,2,,2,,,,,1,9,0.9103,1.4489,1.2133,0.2328,0.1262,2.7348,0.0784,0.6324,1.2276,0.3175,$199.01,$199.01,$180.00,$180.00,$200.00,$200.00,3,3,11
26561401,4,2,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,1,House,2,1,1,1,,,1,0,0,,,,4,,,57,10,25,56,1,,,4,53,0.0918,0.9895,0.5287,0.1993,0.0487,0.5758,0.1272,0.0942,0.3046,0.1515,$150.01,$150.01,$150.00,$150.00,$153.00,$153.00,3,2,9
26566778,0,3,0,1,0,0,84,10,9,9,9,9,9,4,1,0,1,Guest suite,4,1,1,1,0,25,2,50,14,9,2,1002,4,489,42,31,9,12,35,1,,,4,28,0.1381,0.5899,0.7714,0.2949,0.0283,1.8136,0.1381,0.1436,0.4475,0.1032,$138.89,$138.89,$85.00,$85.00,$174.00,$174.00,3,2,10
26567285,0,3,0,0,0,0,87,9,8,10,9,10,9,4,1,0,16,Townhouse,12,2,4,6,0,150,6,25,20,9,3.14,641,4,439,,5,8,3,,,,2,3,8,0.0184,0.8398,0.2632,0.0771,0.0771,4.2677,0.0538,1.9868,1.4486,0.1182,$351.36,$351.36,$170.00,$170.00,$907.00,$907.00,4,2,14
26567340,4,3,0,0,0,0,94,9,9,10,9,10,10,0,,0,1,Apartment,2,1,1,1,,,1,0,8,10,1.13,,4,,,6,1,2,5,,,,,9,0.4651,1.228,1.27,0.7065,0.0841,2.9538,0.087,0.2775,2.1309,0.2536,$80.08,$80.08,$80.00,$80.00,$88.00,$88.00,2,1,4
26571232,4,3,0,0,0,0,91,9,9,9,10,10,9,4,1,0,1,Apartment,2,1,1,1,,10,1,0,15,9,2.37,1012,4,217,89,22,14,6,,,3,8,4,20,0.149,0.3117,0.1166,0.2742,0.075,3.2341,0.0234,0.5452,0.6447,0.266,$108.76,$108.76,$82.00,$82.00,$112.00,$112.00,2,1,9
26573028,3,3,0,1,0,0,94,10,9,10,10,10,9,4,1,0,3,Apartment,3,1,0,1,250,55,1,0,27,9,3.89,1004,4,503,997,,3,1,,,3,1,,1,0.0701,0.0606,0.3856,0.7701,0.1993,4.751,1.0677,1.0528,1.2711,0.1993,$108.95,$108.95,$80.00,$80.00,$140.00,$140.00,3,2,10
26579917,3,3,0,0,0,0,98,10,10,10,10,10,10,4,1,1,2,Apartment,4,1,1,1,500,75,2,25,24,10,3.36,1000,4,374,,25,14,4,23,,3,5,2,19,0.1691,0.2481,0.1692,0.1771,0.0745,2.8434,0.0745,0.2269,0.687,0.0745,$103.78,$103.78,$65.00,$65.00,$127.00,$127.00,3,2,12
26593696,4,2,0,0,0,0,96,9,10,10,10,10,9,4,1,0,2,Townhouse,2,2,1,1,0,20,1,0,21,9,2.94,1000,4,495,1000,30,17,7,1,,3,10,3,23,0.0797,0.3814,0.1634,0.2499,0.0626,2.9365,0.0672,0.4505,0.515,0.0626,$98.21,$98.21,$85.00,$85.00,$106.00,$106.00,3,0,9
26594398,4,2,0,0,0,0,96,9,9,9,10,10,9,4,1,0,2,Townhouse,2,2,1,1,0,20,1,0,14,9,1.94,1000,4,495,1000,30,17,6,,,3,12,3,25,0.0366,0.2996,0.1802,0.2703,0.0352,3.0247,0.0961,0.5453,0.5139,0.0352,$98.36,$98.36,$85.00,$85.00,$106.00,$106.00,3,0,9
26596893,0,3,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,2,House,6,2,3,4,,,1,0,0,,,966,4,496,51,13,13,4,,,2,3,,16,0.1943,0.3236,0.3807,0.6678,0.062,0.7723,0.1985,0.555,0.8047,0.3794,$454.77,$454.77,$450.00,$450.00,$460.00,$460.00,3,2,12
26605048,0,3,0,0,0,0,97,10,10,10,10,10,10,4,1,1,4,Apartment,4,1,0,1,300,80,1,0,19,10,2.65,830,4,341,,8,12,4,,,,,3,11,0.1062,0.5106,0.5253,0.079,0.0319,3.94,0.032,1.716,1.1312,0.0319,$128.93,$128.93,$95.00,$95.00,$145.00,$145.00,3,1,9
26608820,4,2,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,1,2,Townhouse,6,2,3,3,500,100,5,40,0,,,1004,4,480,50,21,6,2,6,2,2,1,1,7,0.2271,0.2888,0.4741,0.3638,0.2243,1.1634,0.0533,0.0403,0.3082,0.2243,$326.49,$326.49,$290.00,$290.00,$350.00,$350.00,3,3,9
26610706,3,2,0,0,0,0,100,10,10,10,10,10,10,4,1,0,2,House,1,1,1,1,0,25,1,0,3,10,0.42,669,4,491,,42,10,11,9,2,3,2,5,28,0.1431,0.3561,0.2755,0.1816,0.0579,3.7113,0.084,0.082,0.4135,0.0579,$52.44,$52.44,$34.00,$34.00,$63.00,$63.00,2,0,5
26622422,4,3,0,0,0,0,60,10,10,6,10,10,6,3,1,0,1,Guest suite,2,1,1,1,,,1,0,1,6,0.14,502,4,355,,,,,,,,,,2,0.8112,1.9529,0.9143,1.5424,0.1534,6.6857,0.6403,3.4692,1.3423,1.5348,$96.05,$96.05,$85.00,$85.00,$104.00,$104.00,2,1,8
26632993,0,1,0,0,0,0,96,10,10,10,9,10,10,4,1,0,8,Townhouse,1,2,1,1,0,8,1,0,10,10,1.56,1002,4,285,1004,34,,16,111,3,,,1,28,0.6861,0.7151,2.9866,0.3557,0.0726,0.8479,0.073,0.0137,0.2479,0.0726,$23.91,$23.91,$13.00,$13.00,$31.00,$31.00,3,1,11
26637390,0,3,0,0,0,0,100,9,10,10,9,9,9,4,0.92,0,53,House,7,2,4,6,500,200,4,10,3,9,0.49,1000,4,365,467,24,4,5,5,1,4,,5,18,0.2854,0.2131,0.9684,0.1825,0.1752,0.9521,0.1825,0.3137,0.1075,0.1752,$429.34,$429.34,$297.00,$297.00,$529.00,$529.00,3,3,12
26641483,3,3,0,0,0,0,96,10,10,10,10,10,10,4,0.99,1,8,Guest suite,3,1,1,1,,25,1,0,35,10,4.84,816,4,,93,28,8,8,39,,3,,4,22,0.1799,0.2958,0.5013,0.1085,0.0842,2.0951,0.0678,0.1461,0.5791,0.2731,$131.49,$131.49,$52.00,$52.00,$149.00,$149.00,3,2,10
26641593,0,2,0,0,1,0,100,10,9,9,9,9,10,4,1,0,2,Apartment,3,1,1,3,100,20,2,25,2,10,0.31,839,4,382,35,30,1,17,147,3,,,3,40,0.4753,0.8684,1.8472,0.1906,0.0632,1.4767,0.0218,0.0166,0.1906,0.0632,$50.08,$50.08,$50.00,$50.00,$59.00,$59.00,3,3,13
26657704,3,3,0,0,0,0,97,10,10,10,10,10,10,3,1,1,1,Apartment,3,1,1,1,0,25,1,0,13,10,1.92,1002,4,376,41,27,15,6,4,,3,6,4,23,0.1066,0.3869,0.1996,0.1956,0.1178,3.1805,0.0821,0.4605,0.5966,0.2348,$117.02,$117.02,$85.00,$85.00,$142.00,$142.00,3,1,10
26666485,4,2,0,1,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,1,Apartment,1,1,1,1,800,0,1,8,0,,,484,4,484,,25,1,28,37,,,,5,49,0.3392,0.5624,1.0043,0.0804,0.0199,1.7633,0.0236,0.0906,0.8965,0.0199,$35.00,$35.00,$35.00,$35.00,$35.00,$35.00,0,2,4
26667187,3,3,0,0,0,0,100,10,10,10,10,10,10,4,1,1,1,Apartment,2,1,0,1,0,40,2,25,15,10,2.08,922,4,464,,30,15,10,2,1,3,8,5,28,0.0882,0.4364,0.1812,0.2911,0.1625,2.8273,0.1471,0.3573,0.4732,0.1625,$146.60,$146.60,$110.00,$110.00,$180.00,$180.00,3,2,10
26667228,4,3,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,0,,0,1,Condominium,4,1,1,1,,,1,0,0,,,70,4,70,,9,20,7,,,2,2,3,14,0.1072,0.1619,0.2356,0.1794,0.0473,3.4284,0.1999,1.4553,0.7699,0.0473,,,,,,,3,2,11
26667868,3,3,0,0,0,0,100,10,9,10,10,10,10,4,1,1,1,Apartment,2,1,1,1,0,75,2,25,11,10,1.74,1000,4,154,6,24,11,8,36,2,6,1,2,21,0.1489,0.1932,0.4865,0.3208,0.1715,2.1083,0.0511,0.0722,0.1716,0.1715,$86.00,$86.00,$86.00,$86.00,$86.00,$86.00,3,3,10
26668219,3,3,0,0,0,0,100,10,10,10,10,10,9,0,,0,1,Townhouse,7,2,4,4,100,125,1,0,2,9,0.31,1000,4,477,44,10,13,5,,1,6,,3,12,0.1056,0.2928,0.6176,0.3292,0.1657,1.1573,0.1639,0.5016,0.3511,0.1657,$247.14,$247.14,$235.00,$235.00,$257.00,$257.00,3,1,10
26669063,0,3,1,0,0,0,98,10,10,10,10,10,10,4,1,0,3,Apartment,3,1,0,3,200,70,3,10,9,10,2.52,1002,4,500,870,25,8,3,6,1,4,,,8,0.1024,0.2281,0.7037,0.5631,0.185,0.8611,0.0945,0.255,0.3823,0.185,$143.85,$143.85,$85.00,$85.00,$160.00,$160.00,3,4,14
26672231,3,3,0,0,0,0,94,9,10,9,9,9,9,4,0.98,1,3,House,6,2,3,4,,146,6,50,25,9,5.43,1000,4,236,80,16,1,10,25,,,,2,31,0.3804,1.3129,0.8821,0.0827,0.1917,2.2369,0.0827,0.0739,1.453,0.1917,$182.10,$182.10,$100.00,$100.00,$229.00,$229.00,3,4,16
26672828,3,3,0,0,0,0,98,10,10,10,10,10,10,4,0.98,1,3,Apartment,3,1,1,2,,65,2,35,8,10,1.88,1000,4,479,195,16,1,10,25,,,,1,30,0.3589,1.2923,0.9317,0.0802,0.2341,2.2809,0.0802,0.1232,1.4915,0.238,$62.59,$62.59,$45.00,$45.00,$75.00,$75.00,3,3,14
26682283,4,1,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,2,0.5,0,1,Apartment,1,1,1,2,100,40,1,0,0,,,241,4,,19,21,13,10,36,2,6,1,3,25,0.0938,0.2324,0.4654,0.248,0.0987,2.0823,0.0894,0.0459,0.0987,0.0987,$41.08,$41.08,$40.00,$40.00,$42.00,$42.00,2,3,11
26683655,0,3,0,0,0,0,78,8,7.2,8.4,8.5,7.6,7.7,4,1,0,3,Townhouse,8,2,3,5,250,180,4,15,0,,,1001,4,410,811,43,12,8,49,,3,1,4,26,0.1581,0.2242,0.3026,0.2059,0.073,2.8271,0.1355,0.0228,0.528,0.2203,$175.13,$175.13,$175.00,$175.00,$181.00,$181.00,3,3,11
26683932,4,3,0,0,0,0,97,10,10,10,10,10,10,4,1,1,1,Condominium,2,1,1,1,0,35,1,0,29,10,4.2,1000,4,320,120,20,4,7,6,,,,2,20,0.068,0.6065,0.6833,0.1692,0.2183,4.1292,0.145,0.3626,0.7384,0.2798,$99.86,$99.86,$89.00,$89.00,$121.00,$121.00,3,2,11
