id,cancel_pol,room_cat,Family_Friendly,Pets_Allowed,Smoking_Allowed,Events_Allowed,rev_rating,rev_acc,rev_clean,rev_check,rev_comm,rev_loc,rev_val,host_responsetime,host_response_rate,host_is_superhost,host_listings_count,accommodates,bathrooms,bedrooms,beds,square_feet,security_deposit,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_value,reviews_per_month,len_desc,len_summary,len_rules,NearbyArson,NearbyAssault,NearbyBikeShare,NearbyClassASexOffenders,NearbyGunShots,NearbyHomicide,NearbyMetros,NearbyMuseums,NearbySexCrime,NearbySexOffenders,Closest_BikeShare,Closest_Metro,Closest_Museum,Closest_SexCrime,Closest_SexOffender,Closest_Arson,Closest_Assault,Closest_GunShot,Closest_Homicide,Closest_ClassA_SexOffender,AvgNightlyPrice,AvgNightlyAdjusted_price,MinNightlyprice,MinNightlyAdjusted_price,MaxNightlyprice,MaxNightlyAdjusted_price,Basic_Amenities,deluxe_amenities,Total_Amenities
19893878,4,2,0,0,0,0,100,10,10,10,10,10,10,0,0,0,2,2,1,1,1,0,300,25,1,25,3,10,0.17,118,118,0,0,8,11,1,0,0,2,5,0,7,0.11,0.36,0.09,0.77,0.24,0.86,0.39,0.76,0.96,0.43,107.4,107.4,57,57,122,122,3,3,11
19919610,3,3,1,0,0,0,100,10,10,10,10,10,10,4,1,1,1,3,1,1,1,0,0,25,2,0,73,10,4.01,1000,499,6,0,52,15,6,23,2,3,2,4,26,0.12,0.44,0.17,0.24,0.12,3.35,0.05,0.14,0.09,0.24,113.45,113.45,75,75,150,150,3,2,11
19930688,4,3,0,0,0,0,96,10,9,10,10,10,10,4,1,1,1,4,1,1,3,0,0,75,1,0,10,10,0.54,1000,560,45,0,6,0,3,0,0,0,0,2,5,0.56,0.64,1.78,0.18,0.09,6.22,0.18,0.88,1.29,0.09,104.95,104.95,100,100,127,127,3,3,13
19932136,3,3,1,0,0,0,93,9,9,10,10,10,9,4,1,0,1,6,1,2,3,0,0,75,4,20,103,9,5.56,1000,495,395,0,28,9,11,37,1,0,0,3,27,0.16,0.58,0.78,0.26,0.05,1.8,0.12,0.1,0.41,0.14,119.76,119.76,59,59,129,129,3,1,10
19945206,3,2,0,0,0,0,100,10,10,10,10,10,9,4,1,1,1,2,1,1,1,0,0,60,1,20,7,9,0.5,1000,120,1002,0,29,8,8,7,1,5,0,5,22,0.15,0.3,1.03,0.37,0.13,0.68,0.15,0.19,0.32,0.13,77.04,77.04,59,59,99,99,3,2,8
19946566,3,3,1,0,0,0,93,9,9,10,10,10,9,4,1,1,66,10,2,3,6,0,500,125,6,10,34,9,1.81,1004,244,1000,0,8,3,0,0,0,7,0,2,2,0.04,0.3,1.08,0.08,0.3,6.6,0.25,2.82,1.98,0.66,453.09,453.09,189,189,510,510,3,3,9
19951269,0,3,1,0,0,0,80,8,8,8,8,7,8,0,0,0,1,7,2,2,2,0,250,125,6,50,5,8,0.27,1000,491,45,0,21,2,11,82,2,3,0,3,24,0.43,0.31,1.22,0.28,0.05,2.03,0.14,0.05,0.14,0.05,173.77,173.77,150,150,175,175,3,2,13
19953017,0,3,0,0,0,0,99,10,10,10,10,10,10,4,1,1,1,5,2,2,3,0,0,75,2,40,39,10,2.11,1001,497,151,1,28,6,10,19,0,0,0,0,21,0.17,0.59,0.93,0.63,0.06,0.16,0.23,0.1,0.68,0.25,99.82,99.82,82,82,125,125,3,2,11
19967144,0,3,1,0,0,0,96,10,9,10,10,10,10,4,1,0,21,4,1,1,2,0,0,40,1,10,116,10,6.23,473,473,0,0,35,16,6,11,1,0,4,3,25,0.05,0.56,0.17,0.14,0.08,3.26,0.12,0.37,0.4,0.31,95.58,95.58,52,52,150,150,3,1,10
19967480,0,3,0,0,0,0,94,10,9,10,9,10,9,3,0.94,0,56,15,2,6,10,0,0,225,1,0,64,9,3.65,1002,141,184,0,32,23,21,10,1,16,7,7,47,0.06,0.29,0.27,0.18,0.06,2.27,0.05,0.31,0.39,0.06,681.15,681.15,162,162,750,750,3,1,10
19968886,4,3,1,0,0,0,100,10,10,10,10,10,10,0,0,0,1,6,3,4,4,0,500,85,1,0,4,10,0.23,450,450,0,0,2,0,1,0,0,0,0,0,5,0.65,1.23,1.28,1.09,0.15,3.29,0.46,0.66,2.38,0.15,280,280,280,280,280,280,3,3,9
19969486,3,3,0,0,0,0,99,10,10,10,10,9,10,4,1,1,1,4,1,1,1,0,500,30,1,0,40,10,2.15,1000,410,0,0,21,5,10,58,2,0,0,0,27,0.15,1.25,1.2,0.51,0.06,4.66,0.08,0.01,0.09,0.06,80.22,80.22,65,65,95,95,3,2,10
19983394,3,3,1,0,0,0,98,10,10,10,10,10,10,4,1,1,23,4,1,1,2,0,300,75,2,25,56,10,3.23,1000,497,611,0,31,19,14,1,1,7,9,7,34,0.09,0.41,0.1,0.36,0.15,2.79,0.14,0.39,0.37,0.17,148.16,150.25,91,91,165,174,3,1,11
19989586,3,3,1,0,0,0,97,10,10,10,10,9,10,4,1,1,8,6,1,2,3,0,0,95,4,35,61,10,3.26,730,397,288,0,31,8,11,40,1,2,0,5,30,0.1,0.47,0.68,0.14,0.13,1.92,0.06,0.09,0.48,0.2,146.81,146.81,61,61,239,239,4,2,13
19998013,3,3,0,0,0,0,98,10,10,10,10,10,10,3,1,1,1,2,1,1,1,0,0,20,1,0,19,10,1.03,500,500,6,0,19,14,3,0,0,3,10,3,16,0.1,0.23,0.07,0.28,0.12,3.26,0.07,0.63,0.71,0.28,97.26,97.26,90,90,108,108,3,2,10
19998720,0,3,1,0,0,0,87,10,10,10,9,10,9,4,1,0,6,5,2,2,2,0,0,75,1,20,9,9,0.52,1000,194,154,0,25,10,4,43,0,4,3,5,18,0.18,0.29,0.29,0.13,0.09,2.36,0.09,0.07,0.72,0.09,102.75,102.75,89,89,129,129,3,2,12
19999268,3,2,0,0,0,0,100,10,10,10,10,9,10,0,0,0,1,1,1,1,1,0,0,25,1,0,2,10,0.22,1004,292,8,0,9,2,6,3,0,0,0,1,15,0.23,0.51,1.77,0.4,0.09,5.38,0.17,0.42,0.81,0.15,60.52,60.52,50,50,69,69,3,0,7
20002697,4,2,1,0,0,0,97,9,9,9,10,9,9,4,1,0,4,2,2,1,1,0,100,30,1,10,15,9,0.8,381,381,0,0,35,3,28,80,3,5,0,3,46,0.34,0.3,2.01,0.12,0.03,1.29,0.09,0.05,0.36,0.03,45.12,45.12,33,33,53,53,3,2,10
20009439,3,3,0,0,0,0,99,10,10,10,10,10,10,4,0.96,0,39,2,1,1,1,0,100,62,1,5,130,10,6.94,1000,217,278,0,21,13,4,8,0,0,1,1,20,0.11,0.63,0.49,0.42,0.14,0.53,0.1,0.25,0.75,0.17,187.04,187.04,51,51,218,218,3,2,12
20014244,0,3,1,0,0,0,98,10,10,10,10,9,10,4,1,1,11,14,2,5,7,0,1500,199,10,20,80,10,4.31,1000,480,235,0,22,6,12,31,0,0,0,3,20,0.18,0.66,0.64,0.32,0.06,1.97,0.06,0.13,0.66,0.06,607.72,607.72,149,149,799,799,3,1,10
20014526,0,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,6,14,4,4,7,0,1000,180,8,20,32,10,1.76,1000,355,177,0,37,10,19,58,4,3,1,9,39,0.07,0.3,0.45,0.25,0.17,1.78,0.26,0.08,0.09,0.21,460.75,460.75,249,249,625,625,4,1,11
20026793,0,2,0,0,0,0,76,8,7,9,9,8,7,4,1,0,2,2,1,1,1,0,100,11,1,12,59,7,3.16,1000,493,452,0,33,11,34,49,4,3,0,8,68,0.11,0.45,0.53,0.25,0.08,1.6,0.08,0.02,0.11,0.08,47.83,47.83,39,39,59,59,2,0,6
20028160,3,2,0,1,0,0,100,10,10,10,10,10,10,0,0,0,2,4,1,1,2,0,0,40,1,0,1,10,0.07,0,0,0,0,30,10,14,26,1,2,0,2,30,0.08,0.34,0.68,0.39,0.09,1.52,0.16,0.14,0.39,0.09,57.1,57.1,50,50,62,62,3,3,13
20028213,3,3,1,0,0,0,100,10,10,10,10,9,10,4,1,0,10,8,2,3,4,0,350,150,6,35,3,10,0.21,1000,401,180,0,23,8,3,7,2,4,0,1,13,0.08,0.22,0.69,0.39,0.04,0.9,0.02,0.12,0.34,0.04,275.04,275.04,205,205,404,404,3,1,10
20029578,3,3,1,0,0,0,96,10,9,10,10,9,10,3,0.94,1,1,4,1,1,2,0,0,50,1,0,20,10,2.84,511,251,10,0,14,4,11,22,0,0,1,3,15,0.43,0.8,0.48,0.24,0.08,2.29,0.07,0.16,1.02,0.24,84.15,84.15,75,75,90,90,3,1,9
20030156,0,2,0,0,0,0,84,9,8,10,9,9,9,4,1,0,2,1,1,1,1,0,100,11,1,12,55,9,2.97,1000,500,6,0,31,10,33,47,3,2,0,8,66,0.17,0.45,0.53,0.17,0.05,1.54,0.03,0.04,0.03,0.05,40.03,40.03,36,36,55,55,2,0,6
20030719,4,2,0,1,1,1,93,10,9,9,10,9,9,4,1,0,3,1,1,1,1,0,0,60,1,10,3,9,0.17,1000,429,747,0,44,6,26,171,3,1,2,3,51,0.13,0.49,0.15,0.19,0.06,0.7,0.01,0.02,0.3,0.06,32.04,32.04,25,25,37,37,3,1,7
20045906,0,3,1,1,0,0,80,8,8,10,10,10,6,3,0.98,0,777,3,1,1,1,0,0,100,1,0,1,6,0.1,1002,191,420,0,29,15,52,0,0,11,19,4,100,0.06,0.17,0.08,0.09,0.09,1.71,0.23,0.63,0.8,0.09,271.54,271.5,111,111,479,479,3,3,12
20049395,3,3,1,0,0,1,97,10,9,10,10,10,9,4,1,1,3,13,4,4,5,0,400,145,1,50,94,9,5.38,1000,225,865,0,5,7,3,0,0,0,1,2,8,0.07,0.94,0.18,0.19,0.09,4.38,0.03,2.1,1.56,0.09,608.98,608.98,170,170,850,850,4,2,14
20055644,3,3,1,0,0,0,91,9,9,10,10,10,9,4,1,0,1,4,2,2,2,0,300,95,1,0,8,9,0.49,1000,453,0,0,42,11,4,45,0,3,3,5,23,0.1,0.15,0.32,0.25,0.15,2.86,0.11,0.08,0.58,0.3,199,199,199,199,199,199,3,2,9
20056060,0,3,0,0,0,0,94,10,9,10,10,10,9,4,1,0,1,3,2,1,1,0,0,0,3,30,32,9,1.8,1000,374,56,0,39,14,4,37,0,3,3,6,23,0.06,0.22,0.33,0.26,0.07,2.94,0.07,0.04,0.5,0.3,74.63,74.63,45,45,157,157,3,4,12
20057246,0,3,0,1,1,1,100,10,10,10,10,10,6,0,0,0,1,5,1,2,2,0,0,0,1,0,1,6,0.2,906,246,105,0,25,7,6,37,0,4,2,4,20,0.14,0.24,0.41,0.22,0.12,2.21,0.15,0.13,0.61,0.19,500,500,500,500,500,500,2,0,6
20070275,0,3,1,0,0,0,83,9,9,9,9,10,9,4,1,0,1276,3,1,1,2,0,0,65,1,0,8,9,0.51,1012,242,1000,0,11,21,6,0,0,4,2,4,16,0.05,0.02,0.25,0.16,0.03,3.44,0.03,1.35,0.69,0.07,191.04,191.04,112,112,999,999,4,4,14
20070329,0,3,1,0,0,0,80,10,10,10,10,10,10,4,1,0,1276,3,1,1,2,0,0,65,1,0,1,10,1,1012,242,1000,0,12,19,7,0,0,2,2,4,17,0.02,0.07,0.3,0.15,0.07,3.49,0.07,1.36,0.71,0.13,194.06,194.06,115,115,999,999,4,4,14
20070371,0,3,1,0,0,0,80,10,10,5,10,9,9,4,1,0,1276,3,1,1,2,0,0,65,1,0,2,9,0.34,1012,242,1000,0,12,17,6,0,0,2,2,4,16,0.09,0.16,0.4,0.17,0.17,3.57,0.11,1.4,0.78,0.22,192.23,192.23,115,115,999,999,4,4,14
20070421,0,3,1,0,0,0,67,7,10,10,9,10,9,4,1,0,1276,3,1,1,2,0,0,65,1,0,3,9,0.24,1012,242,1000,0,11,20,6,0,0,4,2,4,16,0.02,0.05,0.27,0.15,0.05,3.46,0.05,1.35,0.7,0.1,193.38,193.38,115,115,999,999,4,4,14
20070495,0,3,1,0,0,0,90,10,8,10,10,10,10,4,1,0,1276,3,1,1,2,0,0,65,1,0,2,10,0.17,1012,242,1000,0,12,19,7,0,0,2,2,4,16,0.06,0.07,0.32,0.11,0.1,3.51,0.1,1.41,0.75,0.14,195.23,195.23,115,115,999,999,4,4,14
20070532,0,3,1,0,0,0,60,6,6,6,6,10,8,4,1,0,1276,3,1,1,2,0,0,65,1,0,1,8,0.08,1012,242,1000,0,12,17,5,0,0,2,2,4,15,0.05,0.2,0.42,0.22,0.15,3.58,0.1,1.39,0.78,0.26,194.26,194.26,115,115,999,999,4,4,14
20070542,0,3,1,0,0,0,100,10,10,10,10,10,8,4,1,0,1276,3,1,1,2,0,0,65,1,0,2,8,0.19,1012,242,1000,0,11,20,6,0,0,2,2,4,16,0.05,0.04,0.29,0.12,0.07,3.48,0.07,1.39,0.73,0.11,194.22,194.22,115,115,999,999,4,4,14
20070588,0,3,1,0,0,0,100,10,10,10,9,10,10,4,1,0,1276,3,1,1,2,0,0,65,1,0,8,10,0.45,1012,242,1000,0,12,18,6,0,0,2,2,4,15,0.08,0.11,0.36,0.12,0.14,3.55,0.11,1.42,0.77,0.18,194.68,194.68,115,115,999,999,4,4,14
20093002,0,2,0,1,0,0,100,10,9,10,10,10,10,4,1,0,2,2,1,1,1,0,150,129,1,35,2,10,0.12,1000,482,0,0,16,11,2,3,1,0,2,2,10,0.03,0.51,0.33,0.12,0.11,3.59,0.02,0.43,0.21,0.11,78.69,78.69,11,11,97,97,3,1,9
20118032,0,3,0,0,0,0,40,5,3,6,5,9,5,4,1,0,2,6,2,3,3,0,0,150,1,15,3,5,0.19,298,195,0,0,9,6,2,0,0,6,0,1,7,0.34,0.4,0.96,0.44,0.27,5.81,0.35,2.04,1.51,0.36,160,160,160,160,160,160,3,4,12
20124890,4,2,0,0,0,0,98,10,10,10,10,10,10,4,1,1,2,2,1,1,1,0,100,25,1,10,132,10,7.53,1000,355,327,0,34,14,53,31,3,6,5,6,109,0.07,0.33,0.26,0.14,0.02,1.42,0.07,0.06,0.3,0.02,61.05,61.05,45,45,71,71,2,2,9
20125550,0,2,0,0,0,0,100,10,10,10,10,10,10,4,1,0,4,4,1,1,2,0,500,30,1,10,6,10,0.32,540,493,0,0,32,4,27,75,3,5,0,3,45,0.36,0.34,1.97,0.09,0.06,1.33,0.13,0.08,0.4,0.06,46.48,46.48,30,30,63,63,3,3,12
20126341,0,2,0,0,0,0,98,10,10,10,10,10,10,4,1,0,1,2,1,1,1,0,100,10,1,0,11,10,6.73,1004,257,6,0,10,12,5,2,0,2,2,0,19,0.13,0.44,0.48,0.55,0.17,0.67,0.11,0.43,0.85,0.34,41.68,41.68,35,35,45,45,2,1,7
20133562,0,3,0,1,0,0,100,10,10,10,9,10,10,4,1,0,2,4,1,1,2,0,150,349,2,25,3,10,0.16,1000,365,0,0,16,11,2,1,1,1,2,2,9,0.07,0.49,0.37,0.16,0.13,3.62,0.06,0.45,0.23,0.14,63.53,63.53,32,32,83,83,3,1,8
20138171,0,3,1,1,0,1,97,10,9,10,10,10,9,4,1,1,1,6,1,1,3,0,100,45,2,10,148,9,8.15,1000,445,934,0,31,11,5,34,0,6,1,1,25,0.08,0.14,0.13,0.29,0.1,2.51,0.16,0.05,0.52,0.25,147.75,147.75,108,108,200,200,3,3,14
20138796,3,3,0,0,0,0,100,10,10,10,10,10,10,4,1,1,1,3,1,1,1,0,200,75,1,0,88,10,5.32,248,248,600,0,13,10,3,5,0,2,0,0,10,0.09,0.27,0.71,0.75,0.26,0.6,0.02,0.24,0.65,0.26,154.43,154.43,95,95,247,247,3,2,12
20153702,3,3,1,0,0,1,100,10,10,10,10,10,10,4,1,0,2,6,2,3,2,0,500,99,1,0,2,10,0.13,1000,322,6,0,19,4,2,6,1,2,0,3,7,0.17,0.19,0.66,0.14,0.04,1.16,0.12,0.01,0.22,0.33,327.81,327.81,275,275,364,364,3,4,14
20154201,0,3,1,0,0,0,97,10,10,10,10,10,9,4,1,1,1,4,1,1,2,0,0,70,2,15,42,9,2.3,1002,500,0,0,23,23,21,9,1,13,6,6,44,0.05,0.31,0.28,0.13,0.04,2.33,0.04,0.34,0.43,0.04,113.29,113.29,90,90,130,130,3,2,11
20155214,4,3,0,0,0,0,90,9,9,10,10,10,10,0,0,0,2,3,1,1,2,0,500,45,1,0,10,10,0.54,1000,354,653,0,42,13,5,20,2,0,2,5,23,0.21,0.57,0.08,0.17,0.09,3.3,0.05,0.22,0.18,0.29,85.7,85.7,74,74,91,91,3,1,7
20156196,0,1,0,0,0,0,92,10,9,10,10,10,9,4,1,0,37,2,1,1,8,0,150,9,1,42,22,9,1.19,1002,500,722,0,24,11,9,35,2,7,2,3,27,0.14,0.14,0.41,0.38,0.16,2.23,0.07,0.01,0.21,0.16,33.41,33.41,22,22,36,36,3,1,10
20166365,3,3,1,0,0,0,96,10,9,10,10,10,10,4,1,1,1,5,1,1,4,0,500,100,5,25,120,10,6.62,1000,299,0,0,3,10,1,3,0,0,1,0,9,0.06,0.57,0.34,0.87,0.08,0.58,0.34,0.46,1.01,0.12,117.4,117.4,95,95,142,142,3,2,10
20166874,0,2,0,0,0,0,93,9,9,10,10,10,9,4,0.9,0,2,2,1,1,1,0,100,25,2,20,59,9,3.18,1000,358,0,0,2,2,1,0,0,0,0,1,4,0.28,1.29,0.53,0.44,0.27,4.76,0.31,2.1,0.91,0.45,69.95,69.95,59,59,80,80,3,2,11
20172853,3,3,0,0,0,0,93,10,10,10,10,9,10,4,1,0,1,4,1,1,3,0,100,35,2,10,48,10,2.69,1004,497,0,1,29,1,16,142,3,0,1,5,39,0.31,1.22,0.3,0.12,0.07,0.43,0.07,0.05,0.12,0.08,79,79,79,79,79,79,3,3,11
20174302,0,3,0,0,0,0,100,10,10,9,10,9,10,4,1,0,1,3,1,1,2,0,0,25,1,0,6,10,0.33,429,429,0,0,22,8,12,32,0,0,0,3,20,0.1,0.6,0.65,0.31,0.1,1.94,0.01,0.15,0.59,0.1,81.01,81.01,80,80,91,91,2,1,7
20175113,3,3,0,0,0,1,91,10,8,10,10,10,9,0,0,0,1,5,1,2,3,0,0,0,1,0,30,9,1.72,391,391,0,0,30,14,6,6,1,2,5,3,22,0.05,0.47,0.23,0.21,0.05,3.26,0.13,0.44,0.49,0.35,140.26,140.26,140,140,144,144,3,3,11
20186574,0,2,1,0,0,0,98,10,10,9,10,10,9,4,0.9,0,2,2,1,1,1,0,100,25,1,0,24,9,1.35,1000,358,0,0,2,2,1,0,0,0,0,1,4,0.28,1.3,0.54,0.45,0.27,4.78,0.3,2.1,0.89,0.44,72.55,72.55,58,58,77,77,3,1,10
20189775,3,3,1,0,0,0,97,10,10,10,10,10,10,4,1,1,6,4,1,1,2,0,150,100,4,15,68,10,3.79,1005,436,35,0,3,7,3,0,0,4,2,1,7,0.09,0.14,0.4,0.5,0.42,1.06,0.34,0.77,0.73,0.42,103.68,103.68,55,55,114,114,4,1,13
20192249,3,3,1,0,0,0,95,10,10,10,10,10,10,4,0.97,1,2,5,1,2,4,0,275,49,4,30,91,10,4.96,1000,500,0,0,22,16,5,12,0,3,7,2,21,0.14,0.35,0.07,0.12,0.11,2.88,0.11,0.31,0.71,0.11,177.15,177.15,129,129,208,208,3,3,13
20194043,4,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,1,3,1,0,1,0,0,20,1,0,143,10,7.9,1000,237,0,0,9,4,2,0,0,3,0,2,4,0.18,0.17,0.87,0.2,0.14,6.06,0.14,2.29,1.58,0.35,90.68,90.68,85,85,109,109,3,3,13
20196565,4,3,0,0,0,0,100,10,10,10,10,10,10,0,0,0,1,8,2,5,8,0,250,125,5,25,4,10,0.23,1000,487,267,1,8,14,2,6,0,0,1,0,15,0.07,0.59,0.46,0.64,0.07,0.5,0.13,0.42,0.96,0.25,174.12,174.12,130,130,197,197,3,2,12
20203740,3,3,1,1,0,0,94,10,9,10,10,9,10,4,1,0,3,8,2,3,6,0,0,85,6,20,84,10,4.78,1011,205,702,0,8,2,5,0,0,0,0,0,5,0.34,0.77,1.62,0.71,0.18,4.83,0.01,0.95,1.29,0.18,141.99,141.99,94,94,180,180,3,2,12
20203900,3,3,1,0,0,0,90,9,10,9,10,8,10,4,1,0,1,4,1,1,2,0,0,20,2,15,31,10,1.77,1000,377,6,0,23,1,30,40,0,0,0,5,55,0.33,0.81,0.79,0.19,0.13,1.77,0.07,0.01,0.92,0.17,75.43,75.43,71,71,97,97,3,2,9
20206294,4,2,1,0,0,0,99,10,10,10,10,10,10,3,0.93,0,1,3,1,1,2,0,0,10,2,12,65,10,3.58,1000,326,210,0,23,6,8,32,0,2,1,4,22,0.08,0.43,0.45,0.2,0.18,2.14,0.15,0.06,0.73,0.2,56.38,56.38,51,51,79,79,0,4,10
20207176,3,3,0,0,0,0,100,10,10,10,10,10,10,4,1,1,1,4,1,1,2,0,0,55,2,20,28,10,1.71,1000,495,248,0,27,9,10,47,1,0,0,3,29,0.09,0.53,0.77,0.2,0.11,1.82,0.13,0.12,0.39,0.16,121.64,121.64,105,105,132,132,3,2,13
20207267,0,3,0,1,0,0,80,8,8,7,7,8,7,3,0.93,0,12,8,2,4,4,0,0,180,1,0,10,7,0.54,474,231,0,0,31,9,11,52,3,2,0,6,29,0.08,0.42,0.75,0.03,0.03,1.61,0.03,0.08,0.13,0.03,297.56,297.56,295,295,312,312,3,1,8
20209938,3,2,0,0,0,0,100,10,10,10,10,10,10,0,0,0,1,2,1,1,1,0,0,15,1,15,17,10,0.99,1000,147,279,0,19,16,7,8,0,3,4,4,25,0.04,0.37,0.2,0.11,0.11,2.73,0.13,0.22,0.63,0.13,77.8,77.8,70,70,83,83,3,3,12
20210829,4,3,1,0,0,0,85,9,9,10,8,10,9,3,0.94,0,56,4,1,1,2,0,0,150,1,0,31,9,1.68,107,107,39,0,30,24,11,0,1,8,12,2,33,0.11,0.17,0.2,0.2,0.1,3.01,0.15,0.63,0.32,0.19,229.6,229.6,44,44,275,275,3,2,11
20212013,3,3,1,0,0,0,94,10,9,10,10,10,9,4,1,0,2,4,2,2,3,0,0,0,1,0,95,9,5.41,926,419,55,0,27,23,5,0,1,11,10,3,25,0.12,0.18,0.11,0.21,0.07,3.23,0.12,0.93,0.4,0.22,243.19,243.19,225,225,245,245,3,3,13
20212862,3,3,1,1,0,0,98,10,10,10,10,9,10,0,0,1,1,6,2,2,2,0,0,30,4,10,16,10,1.14,439,439,0,0,50,12,18,49,1,0,1,2,39,0.12,0.9,0.46,0.31,0.05,0.5,0.12,0.01,0.37,0.24,104.82,104.82,73,73,120,120,3,3,13
20213058,3,3,1,0,0,0,98,10,10,10,10,10,10,4,1,1,1,6,2,3,3,0,275,108,4,25,115,10,6.34,1024,406,412,0,20,4,10,11,0,3,0,4,23,0.17,0.2,1.26,0.39,0.07,0.56,0.08,0.16,0.54,0.11,226.91,226.91,129,129,349,349,3,2,11
20216535,3,3,1,0,0,0,99,10,10,10,10,10,10,4,1,1,2,4,2,2,2,0,200,90,4,100,65,10,3.71,249,249,58,0,24,8,3,7,2,4,0,1,11,0.02,0.3,0.7,0.48,0.1,0.87,0.01,0.18,0.4,0.1,209.39,209.39,209,209,250,250,3,2,13
20216742,3,3,1,0,0,0,100,10,10,10,10,10,10,4,1,1,1,4,1,2,3,0,150,68,1,0,65,10,3.82,1026,338,385,0,26,18,3,0,0,5,10,2,17,0.08,0.15,0.01,0.17,0.07,3.31,0.17,0.94,0.5,0.3,245.15,245.15,144,144,504,504,3,2,11
20217934,0,2,0,0,0,0,100,10,10,10,10,10,10,2,1,1,5,2,1,2,1,0,0,35,2,10,1,10,0.06,1000,460,12,0,11,2,4,4,0,0,0,3,11,0.12,0.66,1.47,0.12,0.16,5.56,0.17,0.22,0.66,0.16,80,80,80,80,80,80,2,1,8
20222816,0,3,1,0,0,0,88,9,9,10,10,9,9,4,1,0,21,4,1,1,1,0,0,40,1,10,98,9,5.28,1000,495,6,0,28,9,10,44,2,0,0,3,26,0.12,0.56,0.8,0.24,0.12,1.78,0.1,0.08,0.36,0.16,85.72,85.72,40,40,156,156,3,1,9
20225214,3,3,1,0,0,0,94,10,10,10,10,9,10,0,0,0,2,4,1,1,1,0,100,65,5,75,20,10,1.2,1000,397,0,0,40,6,19,148,3,0,2,3,39,0.1,0.58,0.32,0.17,0.03,0.73,0.07,0.1,0.26,0.1,72.47,72.47,68,68,83,83,3,4,13
20225499,0,3,0,0,0,0,97,10,10,10,10,9,10,3,1,1,1,2,1,2,2,0,500,99,1,0,6,10,0.37,1000,494,437,0,27,11,4,5,1,0,2,3,15,0.13,0.54,0.34,0.26,0.14,3.65,0.14,0.41,0.21,0.26,154.7,154.7,149,149,169,169,2,1,10
20228897,3,3,1,0,0,0,96,10,10,10,10,10,10,4,1,1,6,4,1,1,2,0,150,100,4,15,53,10,2.97,1005,436,35,0,2,8,1,0,0,4,2,0,4,0.09,0.16,0.38,0.54,0.43,1.03,0.34,0.81,0.75,0.43,106.41,106.41,45,45,112,112,4,1,12
20234797,0,3,0,0,0,0,98,10,10,10,10,9,10,4,1,1,1,3,1,1,2,0,0,0,1,0,114,10,6.28,1004,499,0,0,20,6,2,6,2,2,1,1,6,0.27,0.34,0.42,0.4,0.27,1.22,0.11,0.06,0.3,0.28,122.13,122.13,69,69,149,149,3,3,11
20253006,3,2,0,0,0,0,96,10,10,9,10,10,9,4,0.96,0,18,2,4,1,1,0,0,70,1,20,9,9,0.55,1000,500,1008,0,25,14,4,0,0,3,8,2,18,0.11,0.08,0.05,0.16,0.05,3.36,0.07,0.89,0.63,0.38,123.55,123.55,90,90,125,125,3,3,12
20256444,3,3,0,0,0,0,98,10,10,10,10,10,10,4,1,1,1,2,1,0,1,0,100,20,2,20,24,10,1.33,1004,273,616,0,53,16,14,54,2,3,1,5,34,0.08,0.22,0.27,0.15,0.07,3.18,0.07,0.05,0.12,0.13,72.56,72.56,65,65,130,130,2,1,10
20263350,4,2,0,1,0,1,95,10,8,10,10,10,10,4,1,0,4,3,1,1,2,0,0,20,1,10,28,10,1.52,464,151,853,0,62,13,19,44,1,3,2,5,38,0.14,0.15,0.38,0.29,0.07,3.25,0.07,0.02,0.17,0.08,42.66,42.66,25,25,53,53,2,3,13
20264444,3,3,1,0,0,0,99,10,10,10,10,10,10,0,0,0,1,4,2,2,2,0,100,75,1,0,14,10,0.81,1000,443,756,0,35,10,4,42,0,6,1,3,24,0.1,0.12,0.18,0.33,0.11,2.72,0.11,0.02,0.66,0.35,118.4,118.4,99,99,131,131,3,1,10
20265888,3,3,0,0,0,0,94,10,9,10,10,10,10,4,1,1,9,2,1,0,1,0,150,90,1,0,58,10,3.14,1000,236,253,0,5,14,1,0,0,0,1,0,9,0.07,0.51,0.29,0.8,0.16,0.63,0.25,0.54,1.06,0.23,100.27,100.26,26,26,186,186,3,2,12
20276184,0,3,1,0,0,0,95,10,10,10,10,10,10,4,1,0,7,3,1,0,1,0,100,80,2,25,42,10,2.4,1002,500,180,0,25,18,3,0,0,9,6,3,18,0.12,0.26,0.13,0.17,0.1,3.36,0.1,1.04,0.52,0.34,136,136,90,90,148,148,4,2,13
20277898,0,2,0,0,0,0,95,10,10,10,10,10,10,0,0,0,1,2,1,1,1,0,0,10,1,0,4,10,0.23,214,214,23,0,26,14,53,26,1,6,5,5,100,0.07,0.23,0.15,0.19,0.11,1.33,0.02,0.18,0.39,0.11,85,85,85,85,85,85,3,3,12
20279054,0,2,0,0,0,0,92,10,9,10,10,10,9,4,1,0,1,1,1,1,1,0,0,0,1,0,23,9,1.32,498,498,1000,0,47,12,13,18,2,3,2,4,33,0.14,0.29,0.19,0.28,0.18,3.56,0.08,0.18,0.26,0.22,50.18,50.18,50,50,52,52,3,2,11
